text,intent
i want to check when will my purchase arrive,order_status
i need help to file a damn reclamation against your company,general_support
assistance to talk to customer support,contact_support
i want to leave a review for a product,product_search
i want help checking in which cases can i ask for refunss,return_refund
can ushow me the status of purchase,order_status
i am waiting for a rebate fo dollars,return_refund
i do not know what to do to speak to customer support,contact_support
there are errors entering my delivery address,shipping_info
help me requesting a bloody compensation,return_refund
what do i have to do to submit the new delivery address,shipping_info
i call to chevk when my product is gonna arrive,shipping_info
where do i submit feedback for your products,product_search
help shopping several of your product,order_status
assistance checking in what cases can i request a refund,return_refund
where do i submit feedback about your company,general_support
i try to order a product,order_status
want help listing ur allowed payment methods,payment_methods
assistance checking the status of order,order_status
need assistance to leave feedback about your company,general_support
help checking in which situations can i ask to be refunded,return_refund
i need assistamce to inform of a payment issue,payment_methods
can you help me to submit a different delivery address,shipping_info
need to change order,order_status
where could i list the goddamn accepted payment methods,payment_methods
open gold account for wife,account_help
mail me the bill 37777,payment_methods
i m trying to lodge a customer claim against ur organization,general_support
can i create a gold account,account_help
find information about a lost password,account_help
delete account,account_help
is it possible to purchase some articles,order_status
assistance notifying of a signup problem,account_help
help using the freemium profile,account_help
how do i look for the fucking invoices from,payment_methods
can i unsubscribe to the corporate newsletter,general_support
can i write a review for ur company,general_support
i paid for this item help obtaining a reimbursement,return_refund
where do i check how long it takes for my package to arrive,shipping_info
can ya help me to inform of errors with signup,account_help
assistance seeing in what situations can i request a refund,return_refund
is there an e mail to send an opinion about your products,product_search
i try to receive a rebate of money,return_refund
i need assistance restoring my pin,account_help
wanna submit feedback for ur services help me,general_support
lodge reclamation,general_support
need to unsubscribe from ur newsletter,general_support
i want help entering the delivery address,shipping_info
i d like to check my bill from i need assistance,payment_methods
wanna inform of registration issues,account_help
need assistance to see the status of purchase,order_status
reporting issues with registration,account_help
help receiving a refund of money,return_refund
need assistance making a consumer claim against ur company,general_support
where to inform of a fucking sign up problem,account_help
i have to check what delivery options are there help me,shipping_info
what hours can i call customer service,contact_support
how do i check my bill from,payment_methods
where to acquire some of ur item,order_status
i need help acquiring some prdoucts,order_status
what do i have to do to speak to an operator,contact_support
i need help to inform of errors with online payment,payment_methods
i want to open a account,account_help
i don t know what to do to speak with customer assistance,contact_support
i never use my account i don t know how i can close it,account_help
give me information about the deletion of a account,account_help
i do not know what to do to get the bill 12588,payment_methods
i need help to see how long the shipment takes,shipping_info
i have got to set up a delivery address,shipping_info
need help seeing in which situations can i request refunds,return_refund
i am looking for the shipping options help me find them,shipping_info
give me information about the shipping methods,shipping_info
i do not know how i can request refunds of money,return_refund
how could i write a comment for your products,product_search
can you help me edit purchase,order_status
i am trying to sign up to your fucking newsletter,account_help
i m having errors registering,account_help
can i change to the pro account,account_help
where to check the termination charges,general_support
i want assistance checking when will my product arrive,shipping_info
wanna open a account for my fiance,account_help
change to standard account,account_help
how to order some products,order_status
waht assistance changing the address,shipping_info
i chose a wrong delivery address can you help me update it,shipping_info
where to ese how long the delivery takes,shipping_info
need assistance using the freemium account,account_help
i want to see the withdrawal penalties i need assistance,general_support
in what cases can i ask foir a refund,return_refund
where do i check what methods for delivery i can choose,shipping_info
i need assistance downloading the bill from,payment_methods
checkbill 37777,payment_methods
i submitted a wrong address by mistake can you edit it,shipping_info
is it possible to check the withdrawal charges,general_support
i want to download my invoices from,payment_methods
need assistance notifying of an issue with sign up,account_help
i have got to acquire several articles can i get some help,order_status
assistance requesting a compensation of money,return_refund
any news on my bloody reimbursement,return_refund
i try to check in which cases can i ask to be reimbursed,return_refund
i do not know how to inform of issues with a registration,account_help
i want to see how long refunds usually take how to do it,return_refund
i cant make payments notify of issujes,payment_methods
where to leave a fucking comment for your products,product_search
i want assistance trying to correct my address,shipping_info
i dont know what to do to subscribe to the newsletter,general_support
want assistance to see how long reimbirsements take,return_refund
help me entering a secondary delivery address,shipping_info
i am trying to make a claim,general_support
i don t know what i need to do to check the early exit fee,general_support
want help speaking with somebody,contact_support
i have got to submitmy feedback help me,general_support
can you help me to speak to a person,contact_support
need to create an standard account,account_help
changing to platinum account,account_help
i do not know how to write an opinion about your company,general_support
i do not know what i need to do to locate order,order_status
i have to change purchase i need help,order_status
is it possible to lodge a customer claim,general_support
how do i check when my damn parcel is going to arrive,shipping_info
errors setting up a different shipping address,shipping_info
mldifying account,account_help
i want assistance to reset the pin ocde of my user profile,account_help
can you help me to obtain a refund of money,return_refund
want assaistance purchasing a few of your article,order_status
i want assistance seeing the options for shipping,shipping_info
i have got to receive your newsletter how do i do it,general_support
new platinum account for wife,account_help
i have got to recover my account key help me,account_help
i want assistance downloading the invoice from,payment_methods
can you tell me your allowed payment modalities,payment_methods
i try to file a consumer complaint against ur organization,general_support
want help opening a account for my daughter,account_help
help to list your accepted payment methods,payment_methods
problems with correcting order,order_status
can you help me see the accepted payment methods,payment_methods
i don t understand you i need to talk to a human agent,contact_support
can i check how long it takes for my delivery to arrive,shipping_info
where do i inform of problems with online payments,payment_methods
how can i check the status of purchase,order_status
i have to see my bill help me,payment_methods
how to inform of problems with signup,account_help
i want to send my feedback about a product,product_search
i have lost the password of my user help me reset it,account_help
need help using the freemium account,account_help
how to open a different fucking account for my father,account_help
how long till i receive a rebate,return_refund
help me to set up my secondary shipping address,shipping_info
i need help seeing what options for delivery you offer,shipping_info
i need help to check how soon can i expect the order,order_status
help to lodge a complaint,general_support
need help to solv problems with online payment,payment_methods
help to see in what situations can i ask for refunds,return_refund
i have to report signup issues,account_help
i have a trouble entering a goddamn shipping address,shipping_info
can ya help me seeing the refnd status,return_refund
acquire several of your item,order_status
i don t know how i can talk to a live agent,contact_support
want help notifying of a trouble with paymenst,payment_methods
i don t know how to get compensations,return_refund
i aint registered can i create a account,account_help
i do not know what i have to do to get invoice 85632,payment_methods
need help to see in what cases can i ask to be reimbursed,return_refund
show me the bill from,payment_methods
help to check in which cases can i ask to be refunded,return_refund
ihave a problem entering my new delivery address,shipping_info
help me checking what shipment methods i have,shipping_info
how do i create a premium account,account_help
can you help me to check the early exit fees,general_support
help checking what hours customer support available is,contact_support
i do not know what i have to do to obtain a rebate,return_refund
i dont know what i need to do to download my bill 00108,payment_methods
help to retrieve my user profile pass,account_help
i need to see your goddamn refund policy how do i do it,return_refund
can ushow me in which situations can i ask for refunds,return_refund
i need assistance giving a quick look at the invoice 12588,payment_methods
i dont know how i can see ur reimbursement policy,return_refund
i need to report a sign up error,account_help
want help to inform of errors with signup,account_help
how can i get information about the delivery period,shipping_info
help downloading my goddamn bills from,payment_methods
i have to check in which cases can i request refdunds,return_refund
where can i locate my invoices from,payment_methods
i want to nkow about subscribing to your company newsletter,general_support
correctdata on gold account,account_help
i want to inform of problems with a signup,account_help
what do i need to do to open a freemium account for my dad,account_help
i want assistance to check how long refunds take,return_refund
help seeing what damn methods for delivery you offer,shipping_info
i am calling to make an customer claim against your company,general_support
hlw do i check the eta of purchase,order_status
i dont know how to leave feedback about ur company,general_support
i don t know how i could report errors with a registration,account_help
correcting info on freemium account,account_help
wanna open a freemium account for my fiance,account_help
i can t notify of a sign up issue,account_help
i want to check what hours i can reach customer support,contact_support
i dont know how i can report a trouble with payments,payment_methods
how do i sere the payment modalities,payment_methods
can i close a platinum account,account_help
i don t know what to do to notify of registration issues,account_help
can uhelp me add some items to order,order_status
help deleting a damn item from order,order_status
how can i contact a live agent,contact_support
want assistance to notify of issues with payments,payment_methods
see what hours customer support available is,contact_support
i have got to download bill 85632 help me,payment_methods
i have troubles entering my delivery address,shipping_info
i want help to see your refund policy,return_refund
i have to see the status of order help me,order_status
can you help me to buy some articles,order_status
help resetting the pin coder of my profile,account_help
supports trying to modify theaddress,shipping_info
sending product review,product_search
i need help to reset the pin of my user profile,account_help
i need help seeing ur monbey back policy,return_refund
i want help to create a gold account for my fiance,account_help
i need assistance to talk to somebody,contact_support
where do i see what hours customer assistance available is,contact_support
i m trying to speak to a person,contact_support
what do i need to do to see the damn cancellation penalty,general_support
correcting info on standard account,account_help
help to see at what time customer support available is,contact_support
where can i check how soon can i expect my product,shipping_info
i dont know what i need to do to find ibll 12588,payment_methods
need to set my new delivery address up,shipping_info
could i check if there are any updates on my goddamn rebate,return_refund
i need help reporting a trouble with online payments,payment_methods
need to change the info on my user account,account_help
i have a probelm with the password retrieval,account_help
i need help to call damn customer support,contact_support
help me report problems with a signup,account_help
order a few of your article,order_status
i m trying to request my money back,return_refund
can i check at what time i can reach customer service,contact_support
i want help seeing your accepted payment options,payment_methods
how do i report sign up problems,account_help
need to update my account can i get some help,account_help
need to change something of purchase,order_status
how to talk with customer service,contact_support
i want help to check the termnation fees,general_support
i don know what to do to buy some of ur product,order_status
i try to call goddamn customer service,contact_support
can you help me submit the new delivery address,shipping_info
i don t know how to see what delivery options i have,shipping_info
help to contact damn customer support,contact_support
i need to ask for a rebate of my money,return_refund
i would like to check the status of my rebate,return_refund
do uship to,shipping_info
i need help with swapping something of order,order_status
help unsubscribing to ur newsletter,general_support
information about the subscription to the newsletter,general_support
i want help to buy several of your article,order_status
can you help me enter a new delivery address,shipping_info
question about a forgotten key,account_help
help me seeing the early termination penalties,general_support
i don t know how to make a claim against your organization,general_support
i don t know how to make a consumer reclamation,general_support
i dont know what i need to do to create a premium account,account_help
help me lodge a customer reclamation against your business,general_support
i want to file a reclamation,general_support
help me filing a reclamation against your business,general_support
can i swap an itm of purchase,order_status
help to remove several items from order,order_status
is it possible to swap an item of purchase,order_status
i have to check the withdrawal fees could you help me,general_support
i dont know what i need to do to request rebates,return_refund
i do not know what i need to do to receive reimbursemenrs,return_refund
i do not know how i could cancel the account,account_help
open pro account,account_help
i do not know what i have to do to get the bill 12588,payment_methods
help to see how long it takes for my item to arrive,shipping_info
i have to see the status of the rebate will you help me,return_refund
help me use the freemium profile,account_help
help me to notify of issues with payments,payment_methods
i need information about a delivery address update,shipping_info
edit info on premium account,account_help
i have to see the goddamn eta of purchase,order_status
idont use my account need assistance to close it,account_help
i ned assistance solving an error with payments,payment_methods
i need assistance correcting my shipping address,shipping_info
my new shipping address is invalid can you help me,shipping_info
i want to edit order will you help me,order_status
could you help me submitting a delivery address,shipping_info
i need to see the early exit penalties,general_support
i don t know what to do to talk to customer service,contact_support
cancel order,order_cancel
report issue creating account,account_help
where do i see if there is anything new on my compensation,return_refund
how could i see the payment methods,payment_methods
help me speaking to someone,contact_support
i cannot see the eta of order,order_status
can ay help me to inform of issues with payment,payment_methods
i want assistance checking the early termination fee,general_support
where to notify of problems with online payment,payment_methods
i have an issue submitting a different delivery address,shipping_info
send me bills from,payment_methods
i need help with switching an article of order,order_status
i need to see what damn shipment options i have help me,shipping_info
i have to report a sign up issue can you help me,account_help
want help switching some damn products of purchase,order_status
i expect a compensation of was it processed,return_refund
how do i notify of a problem with online payments,payment_methods
assistance seeing if there is anything wrong with my refund,return_refund
is there an address to submit an opinion for a product,product_search
want help reporting errors with sign up,account_help
what do i need to do to set up my delivery address,shipping_info
wanna check how long it takes for my package to arrive,shipping_info
create platinum account,account_help
notifying of errors creating user,account_help
ya arent helpful at all how can i chat with somebody,contact_support
i need a user,account_help
where do i get the bills from,payment_methods
i want to check the options for shipping help me,shipping_info
camceling order,order_cancel
help me get a refund of my moneyu,return_refund
i do not know how to file a claim against ur business,general_support
assistance checking your allowed payment modalities,payment_methods
change data on standard account,account_help
i need help to check what shipping methods are available,shipping_info
i don t know how to list your allowed payment options,payment_methods
can i see how long it usually takes for the item to arrive,shipping_info
want assistance leaving some feedback about a service,general_support
can i check what delivery options i have,shipping_info
i cannotrestore the bloody password of my user account,account_help
can you help me creating a standard account for my daughter,account_help
need help checking whay hours i can reach customer support,contact_support
how do i see what shipping methods you offer,shipping_info
what do i need to do to sign up to your newsletter,account_help
can i file a complaint against your businhess,general_support
i have to see bill 85632 i need help,payment_methods
open a account for my dad,account_help
i need assistane unsubscribing to ur corporate newsletter,general_support
seeing your money back policy,return_refund
need help submitting feedback for yor services,general_support
i am tryinng to create a account,account_help
i need assistance tospeak with fucking customer support,contact_support
i need assistance to open a account for my dad,account_help
i do not know how i could send my feedback about a product,product_search
assistance seeing how soon can i expect the delivery,shipping_info
i am unhappy with your service i have to file a reclamation,general_support
want assistance to request a rebate,return_refund
how to remove something from order,order_status
how could i change to the account,account_help
check in what cases can i request to be reimbursed,return_refund
i try to speak with customer support,contact_support
i no longer want order,order_cancel
open pro account for wife,account_help
i do not know what i have to do to file a claim,general_support
i need to check the cancellation charge,general_support
get refund,return_refund
i don t know what i have to do to check my invoice 00108,payment_methods
can you help me see the termination charge,general_support
i have troubles updating my delivery address,shipping_info
chck bill from,payment_methods
need help with cancelliing order,order_cancel
i want to recover my user profile key can you help me,account_help
can yahelp me getting a compensation,return_refund
information about correcting the damn shipping address,shipping_info
lowest price products,budget_products
i cant see order goddamn current satus,order_status
report issues with payments,payment_methods
update gold account,account_help
i need assistance to order a few of ur prodcut,order_status
i call to submit some feedback for ur services,general_support
can ya give me information about an addres update,shipping_info
i dont know what to do to chat with an agent,contact_support
tell me about updating the address,shipping_info
show me invoice,payment_methods
help me listing the payment methods,payment_methods
editing order,order_status
i want assistance to correct the data included on my profile,account_help
i do not know how to check order status,order_status
i need hepl to report an error with online payment,payment_methods
where do i see the status of the compensation,return_refund
i try to report an payment error,payment_methods
i call to check how long it takes for the item to arrive,shipping_info
help me listing your accepted payment modalities,payment_methods
changing data on account,account_help
what do i have to do to restore my user account pwd,account_help
i have to notify of errors with signup,account_help
help notifying of an error with payment,payment_methods
i don t know how i could delete my standard account,account_help
i dont know what i have to do to download bill 85632,payment_methods
need assistance to send feedback about a product,product_search
how to request a reimbursement of my money,return_refund
want help to list ur available payment methods,payment_methods
how can i modify some of the details on my user account,account_help
edit info on platinum account,account_help
help to see what shipping methods you offer,shipping_info
i want assistance to submit a different shipping address,shipping_info
how do i locate my bills from,payment_methods
want assistance to enter anotherr shipping address,shipping_info
see if there are any news on the compensation,return_refund
i try to make a bloody consumer complaint against ur company,general_support
i want assistance to delete the account,account_help
can you help me check the compensation current status,return_refund
can you help me camceling the purchase i made,order_cancel
i do not know how i can inform of issues with online payment,payment_methods
i want assistance reporting a problem with payment,payment_methods
modifying info on standard account,account_help
i need to see how long it takes for my item to arrive,shipping_info
can i order frrom,order_status
i need assistance checking the options for shipment,shipping_info
would it be possible to check the early termination charge,general_support
i want assistanec to leave an opinion,general_support
i don t know how i can purchase something,order_status
assistance seeing how long it takes for my order to arrive,order_status
how can i check what hours i can call customer support,contact_support
i don t know how i could look for invoice 85632,payment_methods
how can i see what hours i can reach custimer service,contact_support
can uhelp me to check the eta of purchase,order_status
can ya help me to check the eta of the order,order_status
i need assistance changing the delivery address,shipping_info
can yahelp me contacting customer support,contact_support
want assistance seeing the status of order,order_status
need to check what hours i can reach customer service,contact_support
edit data on standard account,account_help
i dont know how i can inform of a error with online payments,payment_methods
help to see how soon can i expect my pacjage,shipping_info
what do i have to do to unsubscribe from ur newsletter,general_support
can uhelp me informing of problems with sign up,account_help
assistance talking to an assistant,contact_support
i do not know ohw to acquire an item,order_status
need assistance submitting some feedback about ur company,general_support
i need assistance to see your available payment methods,payment_methods
i have got to see trhe withdrawal charge can i get some help,general_support
i need assistance to recover my user profile pin code,account_help
i m trying to set another delivery address up,shipping_info
i want to leave a comment for your services,general_support
i have to reset the key of my user,account_help
i try to delete a fucking standard account,account_help
i want to inform of problems with signup,account_help
where to see the withdrawal fee,general_support
i have to see the shipping options could i get some help,shipping_info
i need help seeing the cancellation charge,general_support
is it possible to download my invoice from,payment_methods
i dont know what i need to do to close the account,account_help
is it possible to send some feedback abouta product,product_search
i need help to get refunds of my money,return_refund
do you have a e mail to leave feedback about your services,general_support
open a premium account for my dad,account_help
can i remove a product from purchase,order_status
i don t know what i have to do to get my invoice 12588,payment_methods
i do not know how to download the bill 85632,payment_methods
i try to delete an product from purchase,order_status
i want help to demand a compensation,return_refund
can i set the shipping address up,shipping_info
want assistance to talk with an operator,contact_support
i don t know what to do to change to the gold account,account_help
help me to download the invoice 37777,payment_methods
i dont know what i need to do to remove my standard account,account_help
want assistance to notify of payment issues,payment_methods
need to file a consumer reclamation help me,general_support
i want assistance using the account,account_help
i want help to leave some goddamn feedback for a service,general_support
i want to check what payment payment modalities yu accept,payment_methods
i want assistance to subscribe to the corporate newsletter,general_support
i have to report sign up issues,account_help
i don t know what i need to do to switch to the account,account_help
can you help me to update order,order_status
i need assistance to notify of a registration problem,account_help
how to see the cancellation fees,general_support
i don t know what to do to correct my address,shipping_info
what are the payment payment modalities available,payment_methods
need assistance getting the invokce 12588,payment_methods
i am trying to set the secondary delivery address up,shipping_info
i am trying to see what hours i can reach customer service,contact_support
could i talk to someone,contact_support
i no longer use the standard account assistance removing it,account_help
i dont know what to do to talk with customer support,contact_support
where to inform of a trouble with payment,payment_methods
canmcel order,order_cancel
i have to notify of problems with payments,payment_methods
i do not know how to order a product,order_status
is it possible to order from,order_status
want help to see the eta of purchase,order_status
want assistance to check the cancellation charge,general_support
do you have a section to send a review about your services,general_support
i need assistance to speak with an agent,contact_support
i no longer use the pro account i m trying to delete it,account_help
i chose a wrong shipping address help me editing it,shipping_info
i expect an restitution of,return_refund
i don t know how i can notify of a payment issue,payment_methods
want assistance talking with somebody,contact_support
i don t know what to do to check bill 37777,payment_methods
i cannot notify of an issue with registrations,account_help
wjen am i getting a compensation of money,return_refund
i want help signing up to your corporate newsletter,general_support
i try to switch several items of order,order_status
help me see in what case can i request the bloody refunds,return_refund
i have a question about the termination of a freemium acount,account_help
how do i download the goddamn invoice from,payment_methods
seeing cancellation fees,general_support
i have to retrieve my user pin code,account_help
wanna know more about correcting my shipping address,shipping_info
how do i download my bills from,payment_methods
i want assistance to order a damn product,order_status
i do not know wht i have to do to check the bill 37777,payment_methods
is it possible to contactr a person,contact_support
i want help filing a customer claim against ur company,general_support
where can i check the current status of my rebate,return_refund
i need information about the termination of a pro account,account_help
i don t know what to do to notify fo sign up problems,account_help
want help to file a consumer claim,general_support
i wanthelp speaking with a person,contact_support
i have to write an opinion about a product help me,product_search
i do not know what to do to acquire a few of your product,order_status
i want help to see how soon can i expect my product,shipping_info
correcting info on aqccount,account_help
editting details on pro account,account_help
what do i have to do to delete a account,account_help
i want to see if there are any news on my rebate,return_refund
i do not know how i can recover my user key,account_help
i need help to create a standard account,account_help
wanna download invoice 85632,payment_methods
where to obtain rebates of my money,return_refund
i have got to report issues with signup help me,account_help
how too recover the key of my user account,account_help
i need help cancelling a account,account_help
i have to sign up to your corporate newsletter,account_help
can yaa help me talking with a live agent,contact_support
i want assistance to submit my feedback for a product,product_search
need help to list ur accepted payment options,payment_methods
i am calling to see what delivery methods are available,shipping_info
help calling customer support,contact_support
need assistance to see my restitution current status,return_refund
help me informing of sign up issues,account_help
can ya help me order something,order_status
i want assistance to inform of a sign up problem,account_help
is it possible to check when my purchase is going to arrive,order_status
assistance to inform of a trouble with online payments,payment_methods
i want help seeing purchase current status,order_status
i do not know how to lodge a complaint,general_support
i have to list your damn allowed payment modalities,payment_methods
modify information on platinum acfount,account_help
i have a question about an address correction,shipping_info
i want to retrieve my fucking user profile access key,account_help
i try to see my compensation current status,return_refund
allowed payment methods,payment_methods
can yahelp me signing up to the corporate newsletter,general_support
wanna file a custome complaint,general_support
could you help me to open a platinum account for my dad,account_help
i don t make use of my account help to delete it,account_help
i wwant assistance retrieving my profile password,account_help
i do not know what i need to do to get the bill 00108,payment_methods
i do not know how to recover my profile password,account_help
help to remove several articles from purchase,order_status
i do not know what i have to do to cancel the premium acount,account_help
i try to talk to an assistant,contact_support
i would like to see the delivery options could you help me,shipping_info
update information on pro account,account_help
help me set up my goddamn shipping address,shipping_info
i have to speak with somebody,contact_support
want support editing my shipping address,shipping_info
i want information about shipping period,shipping_info
want help unsubscribing to your company newsletter,general_support
i do not know what i have to do to chat with a human agent,contact_support
i have to see what shipping options i have i need help,shipping_info
need help talking to a live agent,contact_support
i want help receiving the newsletter,general_support
want help reporting a trouble with online payment,payment_methods
wanna enter a new shipping address,shipping_info
want assistance speaking with a live agent,contact_support
need to set up my delivery address,shipping_info
i have problems with creating a platinum account,account_help
i dont know how i can remove the damn standard account,account_help
can i enter my secondary delivery address,shipping_info
i need help to request refunds,return_refund
how do i speak to an assistant,contact_support
termination charges,general_support
i want to use the freemium profile,account_help
how can i see the accepted payment options,payment_methods
i paid for an item can ya help me obtain a rebate,return_refund
help me file a reclamation against your organization,general_support
solve issue with payment,payment_methods
show early termination ppenalties,general_support
can you help me see in which cases can i ask for refunds,return_refund
switching to gold account,account_help
i have to list the payment options i need assistance,payment_methods
i want assiatance seeing how soon can i expect the delivery,shipping_info
where to change the address,shipping_info
i need to see how soon can i expect my damn order help me,order_status
could oyu tell me about fucking shipping periods,shipping_info
i need help speaking to a human agent,contact_support
i need assistance to cancel order,order_cancel
where to retreive my key,account_help
information about the corporate newsletter subscription,general_support
add item to order,order_status
how long does it take for a delivery to arrive,shipping_info
i can no longer afford order can i cancel it,order_cancel
information about the cancellation of a pro account,account_help
can i check the available payment options,payment_methods
i don t know how i can reset my user pin code,account_help
i forgot my user profile pin could i recover it,account_help
i don t know how i can contact an sasistant,contact_support
ned help to see the early termination penalties,general_support
changkng to pro account,account_help
how to contact a human agent,contact_support
i have to see the early termination penalty,general_support
i am trying to download my invoice from,payment_methods
my shipping address changed can you update it,shipping_info
modify details on gold account,account_help
can i check in which cases can i ask to be reimbursed,return_refund
i want help checking the withdrawal penalty,general_support
what do i have to do to see your payment methods,payment_methods
can uhelp me to get the invoice 12588,payment_methods
i need assistance notifying of a payment probelm,payment_methods
i dont know what i have to do to shop an article,order_status
i don t know what i have to do to wsitch to the account,account_help
need help to check ur available payment modalities,payment_methods
assistance erstoring the pin of my user profile,account_help
i would like to locate my bill 12588 can you help me,payment_methods
ohw to cancel order,order_cancel
edit order,order_status
can i talk to customer uspport,contact_support
i can t delete an article from order,order_status
seeing available payment methods,payment_methods
can you help me place an order,order_status
i am looking for information about a key reset,account_help
solve a trouble with payment,payment_methods
i dont know how i can ese how soon can i expect the order,order_status
i don t know how to acquire some articles,order_status
can i check when my package is going to arrive,shipping_info
i have got to talk with customer assistance how to do it,contact_support
ened assistance to see the termination penalties,general_support
show me at what time i can reach customre service,contact_support
check in whicch cases can i ask to be refunded,return_refund
i want assistance to submit the shipping address,shipping_info
can ya help me to switch an item oforder,order_status
i m trying to check if there are any updates on the rebate,return_refund
can you help me see when will my product arrive,shipping_info
how can i get information about my pro account deletion,account_help
i try to see whay hours i can reach customer support,contact_support
i want to see how soon can i expect the order how to do it,order_status
where can i get information about correcting the address,shipping_info
i need assistance to solve payment errors,payment_methods
help to ask for a rebate of my money,return_refund
i have a problem with openng a platinum account,account_help
use freemium account,account_help
how to cancel the subscription to ur company newsletter,general_support
i need to speak with a live agent,contact_support
eta of ordr,order_status
what do i need to do to order something,order_status
could you help me to create a account for my fiance,account_help
i don tknow what to do to download my invoice 00108,payment_methods
what do i need to do to buy several of your article,order_status
is it possible to find my bill from,payment_methods
i have a trouble trying to modify my address,shipping_info
where to download invoice 00108,payment_methods
assistance to report an issue with a sign up,account_help
is it possible to modify my shipping address,shipping_info
i want help closing my pro account,account_help
i want assistance to see your accepted payment modalities,payment_methods
i have troubles modifying the fucking shipping address,shipping_info
modify details on standard account,account_help
i need assistance to see your allowed payment methods,payment_methods
need to file an fucking consumer claim can i get some help,general_support
i can t make transfers help to inform of a payment issue,payment_methods
wanna check how soon can i epect my delivery help me,shipping_info
i am trying to report errors with payments,payment_methods
assistance to shop some articles,order_status
i want help checking the eta of purchase,order_status
where to earn several of your product,order_status
check my invoice from,payment_methods
i do not know what to do to get bill 00108,payment_methods
can uhelp me to unsubscribe from the corporate newsletter,general_support
i cannot see if there is anything new on the compensation,return_refund
need help to check the termination fee,general_support
i need assistance seeing my invoice from,payment_methods
i cant find the cancellation penalty,general_support
i have problems setting a new delivery address up,shipping_info
how can i cancel the subscription to the company newsletter,general_support
i need assistance takling with an assistant,contact_support
i do not know what to do to close the account,account_help
i dont know what to do ti download my invoice 12588,payment_methods
what do i need to do tofile a consumer claim,general_support
can ya help me check how long reimbursemenst take,return_refund
help to see in which casescan i request reimbursements,return_refund
i want help to enter my secondary delivery adrdess,shipping_info
where do i notify of a trouble with payments,payment_methods
i don t know how i can check my compensation status,return_refund
can you help me to locate order,order_status
help me check what delivery methods i have,shipping_info
i cannot understand a word you say can i contact someone,contact_support
where to make a customer complaint against your company,general_support
can you help me purchasing some articles,order_status
problems with pro account terminations,account_help
i don t know what to do to find my invoice from,payment_methods
i dont know how to take a quick look at the bill 12588,payment_methods
i don t know what to do to see the cancellation fee,general_support
help me restore the key of my user,account_help
how to see the current status of order,order_status
can you help me to lodge a customer reclamation,general_support
hopw to contact an agent,contact_support
edit details oon gold account,account_help
help me edit purchase,order_status
assistance changing to the premium account,account_help
i don t know what i need to do to see the shipping methods,shipping_info
i cannot make a transfer notify of payment issues,payment_methods
help me seeing the termination fees,general_support
i have got to set the new deliver address up how do i do it,shipping_info
i need help checking what payment methods are accepted,payment_methods
assistance to delete an item from purchase,order_status
i do not know what i need to do to download bill 37777,payment_methods
assistance restoring the goddamn pin code of my user account,account_help
i have to retrieve the pin cpde of my account,account_help
i dont know how to shop a few of ur product,order_status
assistance unsubscribing from the newsletter,general_support
i want help resetting the access key of my user account,account_help
speaking to human agent,contact_support
i do not know what i need to do to get bill 12588,payment_methods
need to look for the bill 85632 coyld ya help me,payment_methods
removing account,account_help
i call to send some feedback about a service,general_support
edit information onfree account,account_help
can you help me to file a customer reclamation,general_support
helpme resetting the pass of my profile,account_help
could you help me to open a account,account_help
i cannot submit another shipping address,shipping_info
help me to see at what time i can contact customer service,contact_support
help canceling my subscription to the corporate newsletter,general_support
i do not know what to do to chat with someone,contact_support
editing information on standard account,account_help
i need to check the payment methods how to do it,payment_methods
i cant switch to the premium account,account_help
how to edt order,order_status
want help seeing how soon can i expetc my article,shipping_info
i don t know how i can get bill 12588,payment_methods
i have got to leave a review about your company help me,general_support
help me check how long it takes for my package to arrive,shipping_info
where do i see the options for delivery,shipping_info
in which situations can i ask for refunds,return_refund
i do not know how to reset my goddamn user account pin code,account_help
i dont know how to hceck the payment options,payment_methods
where to file a consumer complaint,general_support
how can i download the invoices from,payment_methods
would it be possible to get a refund,return_refund
where to see the eta of order,order_status
correct information on freemium account,account_help
i don t know what i need to do to downloa the invoice 85632,payment_methods
i need assistance informing of bloody registration issues,account_help
i need to ask fot refunds of money,return_refund
how soon can i expect my purchase,order_status
what do i need to do to remove my account,account_help
i have got to track the compensation,return_refund
updating data on pro account,account_help
i do not know what i need to do to chat with someone,contact_support
show me in which situations can i request refunds,return_refund
i need help entering the shipping address,shipping_info
i try to get the inovice 00108,payment_methods
how to get the bill from,payment_methods
what do i need to do to change to the gold account,account_help
i m trying to report a probloem with a fucking signup,account_help
help seeing what shipping options you offer,shipping_info
what do i have to do to file a goddamn customer claim,general_support
i try to see how soon can i expect my shipment,shipping_info
i need assistance downloading invoice 00108,payment_methods
how to locate bill 00108,payment_methods
checking current status of order,order_status
assistance trying to edit the address,shipping_info
help me see ur allowed payment optyions,payment_methods
could i know if there is anything new on my compensation,return_refund
i call to lodge a fucking claim,general_support
notify of problem with signup,account_help
i want assistance checking purchase status,order_status
i want assistance to take a quick look at bill 85632,payment_methods
add several articles to order,order_status
can you help me seeing the withdrawal penalty,general_support
help me check in which cases can i ask for reimbursements,return_refund
i would like to see in which cases can i ask to be refunded,return_refund
